Idx,A1S,A1E,A2S,A2E,A3S,A3E,A4S,A4E,A5S,A5E,A6S,A6E
532,1280932906,1796187469,1016096115,1465533873,1231990982,1435052867,1248921367,1506126239,61261,80593,8242,54074
533,406064471,1099514887,107317667,1733215943,1250385395,1506419043,1367610549,1489300692,60541,80449,1083,26863
534,1269162861,1617373921,1050626523,1486252119,939097073,1444161381,1212181121,1498778189,41387,76619,2294,14942
535,1178418081,1370672567,812235349,1874199477,1409817854,1506183614,1269145251,1449914574,51466,78634,8605,42763
536,1274257633,1620430785,540198609,1819792129,1063809344,1469103832,1188767599,1417763512,47902,77922,9904,54408
537,641532591,1240795759,1147720798,1742902627,1346432068,1525628380,1434342077,1543210381,54109,72901,4235,16495
538,903664649,1892485337,523108182,1169741114,1452125918,1546767150,1425550113,1512476520,46005,69660,6532,18332
539,983247666,1677113373,993657936,1910483996,1495546931,1540475246,1307453974,1517832758,1695,35189,3712,16076
540,10572236,1713866856,1197685969,1951289601,1494738943,1540152052,1425567136,1512483328,1338,18156,2325,52893
541,1092009540,1511081928,1272713024,1966295012,1241190549,1438732692,1253052947,1506952555,31495,74643,6595,30171
542,499429063,1155533643,489312107,1149463469,1465172522,1507274496,1479361149,1552214193,46491,69852,6049,17946
543,1226138029,1591559021,1272093249,1792651605,1488448137,1537635729,1267023141,1509746593,280,51370,6843,18581
544,507464385,1160354835,808559115,1341011673,1428585523,1485322297,1396946758,1501035178,8011,69943,4808,29098
545,522081728,1169125242,520635024,1168257218,1429379636,1542217892,1303730573,1517088081,36929,75729,4694,16862
546,466628235,1135853145,542189128,1500689959,1183508523,1493043671,1456250002,1524756475,11206,70582,4286,16535
547,484975350,1146861414,228199186,1375093981,1481454724,1534838362,1351900685,1483016747,7325,69809,2509,52929
548,122486375,1332808856,757971898,1587003067,1342476385,1524837241,1397666404,1432218614,11103,25968,4878,41271
549,1172290515,1365770514,360780680,1428126578,1204177200,1423927353,1354979339,1527337831,7394,54215,7829,42452
550,126567831,1334441439,894368814,1641561831,1276332618,1511608490,1394896967,1430003065,12293,41547,9377,54301
551,443377447,1121902673,319678022,1411685516,1358520203,1528046007,1465208386,1528339828,41262,76594,797,39638
552,121245537,1332312522,820376680,1348102212,1340827878,1478587626,1287591602,1513860286,9360,24574,3026,40529
553,796874927,1334001161,767619402,1865276290,1274765652,1511295096,1209649426,1498271850,8392,39206,4564,16758
554,135242068,1337911135,399340383,1095480435,1165729472,1489487860,1347690711,1525880107,49766,78294,5933,41693
555,1244119613,1602347973,1167301566,1361779355,1363760016,1529093968,1285146126,1456314924,8458,39246,9924,32168
556,746476575,1582404936,919874873,1895727385,950711909,1446484345,1415829878,1508588426,36832,75708,415,13439
557,6313085,1286339540,392506828,1091380302,1340521241,1432483727,1204328492,1350768078,63950,72542,1345,14183
558,808081961,1340725381,62053664,1724163140,1397764955,1501362455,1219109991,1500163963,7771,54364,6438,53714
559,561707030,1508497118,1273177658,1446480229,1141792297,1484700425,1201291439,1422773048,61718,66460,6512,30120
560,1131616559,1938075719,1194841448,1383811261,1116947466,1479731458,1274540671,1511250099,63512,81044,2662,27810
561,146227684,1342305379,604941339,1525790841,1206916154,1497725194,1359486264,1443862740,3336,19754,6733,18493
562,1265695607,1615293569,711838141,1568549563,1345189281,1525379821,1399260357,1433493777,38855,66800,537,26535
563,522312526,1169263720,713034725,1854359353,1466123721,1549566709,1299351395,1516212243,53800,66452,391,26447
564,486291461,1147651081,172076288,1746167668,1479810763,1516057441,1383707195,1533083403,58557,80053,6675,41991
565,1275450137,1966842437,1038600307,1699254430,1048155626,1465973090,1221028202,1430667755,55561,73480,3519,28325
566,1123399717,1733174194,209339069,1367549933,1394637805,1535269525,1269726170,1450146941,6246,37918,9402,43080
567,1176901866,1369459595,98709427,1731494295,1062935767,1468929119,1276342218,1393976314,29839,74311,7150,42181
568,806402866,1339717924,962712503,1904294911,1386209019,1533583767,1256976471,1445047062,10963,40749,6547,18344
569,390435476,1090137490,713777981,1854508005,1286650672,1513672100,1232732402,1502888446,1147,68571,7060,42145
570,526762875,1817104983,1081465181,1716400379,1363340493,1529010065,1504203626,1557182690,2727,52347,5428,29470
571,887191839,1638691041,122677105,1332885148,1387807247,1460855331,1346913452,1525724656,12159,41467,5879,17810
572,1027042599,1249572181,1172690426,1559490460,1250687572,1506479480,1456420693,1524824752,47484,77840,4527,28929
573,444453274,1122548168,723081369,1289725025,1353118632,1483503927,1462561041,1527280890,45472,77436,112,26280
574,592917779,1830335963,504865693,1158795621,1428550202,1513676555,1461610844,1505137488,56351,79611,4231,41011
575,828106676,1090423443,215495750,1370012606,1205499478,1424456266,1203283394,1496998642,59253,69723,5433,17453
576,1173383878,1366645205,904115607,1645460550,1029318827,1462205731,1357682666,1485329540,7372,38594,2612,52948
577,1172291467,1365771276,1293461599,1462707381,1086171163,1473576199,1377729136,1454808464,11346,55794,8132,31092
578,553014332,1505020040,1273526751,1966457759,1328592132,1522060392,1239299952,1437976455,38796,66774,9651,54355
579,534152311,1176367591,506352447,1159687673,1295006781,1515343321,1398382566,1536018478,26935,73731,7776,42429
580,391512120,1090783476,490504708,1809853352,1199115172,1421902543,1187358038,1263971922,24020,73148,7623,42369
581,614470623,1224558579,518927049,1167232433,1431610140,1542663992,1356326651,1484787134,64980,77250,1193,39797
582,143279843,1740408379,1270196216,1444095075,1375445407,1531431047,1218386811,1429611198,55847,67679,8180,31122
583,617291938,1226251368,1178716845,1563106311,1446111198,1495837702,1446697579,1520935504,35069,75357,1264,39826
584,818104667,1082421836,627578227,1232423141,1302140190,1516770002,1349695117,1526280989,5300,69404,3290,28188
585,746280464,1582326491,698805138,1851513438,1482663938,1517769346,1405409081,1471416431,907,34715,153,13229
586,512553077,1163408051,757899763,1586974213,1405500568,1537442080,1430798213,1514575760,57391,74212,6328,18169
587,122779885,1332926260,454727486,1128712696,1478331638,1515169966,1364645613,1529271089,12094,70762,3870,40869
588,472581557,1139425139,649569466,1245617884,1460650784,1482606118,1427631658,1484749978,65522,73484,7764,42426
589,1182753938,1756915883,984864173,1908725245,952761422,1446894250,1330577686,1522457502,19413,72225,2034,52834
590,1274340232,1447410288,743876646,1860527738,1251736281,1442950986,1270345307,1450394597,63548,81052,8355,19791
591,1187744357,1949301281,1017633813,1690867833,1234639995,1503269963,1327619953,1473304456,56926,74026,9928,54412
592,829384511,1091445711,302701802,1772292770,1255284598,1507398886,1324361557,1521214277,1484,68640,4781,16931
593,151515312,1742055472,1273998063,1447136553,1346074183,1435815493,1225685956,1432530856,37914,75926,1977,40110
594,1193277285,1571842575,505767300,1812905868,949514103,1446244787,1276407745,1511623513,63856,76798,982,13892
595,342087226,1780169854,1174957261,1946743861,1054976030,1467337170,1281324986,1396965974,62769,71833,91,13179
596,1279586593,1967669729,223558842,1756464178,1246662152,1505674396,1406197765,1439043703,49847,71195,217,13280
597,588809265,1209161763,1115113317,1320028756,1465308839,1549403731,1273151821,1510972329,44710,77286,4140,16419
598,1182029860,1565094120,252500338,1762252478,1315392824,1519420528,1318433394,1469629830,34962,75334,6902,30354
599,1176557810,1369184350,579887769,1203808865,1285206300,1513383224,1232486469,1502839257,58983,69561,2433,27673
600,1277120637,1449634612,171335586,1746019526,1235418317,1436423801,1258845911,1508111147,58750,74758,5165,53461
601,422850246,1796322458,470486917,1138168355,1368894236,1530120812,1424760076,1541293980,54511,66877,4351,53295
602,1242548110,1780833550,1167983420,1362324838,981714044,1452684772,1236294848,1503600936,7610,54302,6695,41999
603,1259568573,1963666125,1275778319,1621343195,1197758878,1421360026,1263054977,1447478465,37336,66190,2161,52857
604,811049594,1873962326,640092999,1539851505,1428187441,1456635444,1408005237,1440489681,37787,75899,582,13572
605,574815265,1200765363,1127292459,1329772069,1431065866,1486810502,1357927143,1527927395,21633,72669,2700,52968
606,522178427,1169183261,111038754,1328229807,1249849742,1506311914,1401628485,1536667661,59978,75248,4612,53348
607,267977079,1765347823,916497835,1405774905,1207965846,1425442812,1271272342,1510596434,47028,77748,5990,17899
608,127302332,1334735240,704162066,1565479133,1179702536,1492282472,1400066266,1434138504,11994,56055,683,52563
609,297256864,1402717051,354350246,1068486352,1338397435,1524021451,1392267183,1499163348,6148,69572,998,39719
610,805007389,1338880637,883609795,1888474367,1211500958,1426856858,1401179779,1502728384,7430,23030,8919,42888
611,277133084,1767179024,510489321,1162169797,1397633565,1535868677,1478844479,1533794264,8712,70084,6024,17926
612,455341367,1129081025,805104217,1072021476,1351230870,1526588138,1227310635,1501804091,6946,69730,8154,54058
613,922078447,1652645686,1184334548,1566476934,1261909722,1447020363,1303429912,1517027948,64733,68872,3545,15943
614,225079583,1373846141,235316255,1377940808,1321583839,1421121285,1271260455,1450760655,54175,72928,740,26658
615,1179240937,1563420767,256285805,1386328628,1378271369,1416702586,1281310739,1454780768,29400,74224,4562,41144
616,667640273,1845280465,511903305,1163018187,1431249480,1514756265,1373958734,1531133710,58610,74702,3639,53155
617,577436902,1827239790,380084987,1083927197,989175029,1454176969,1195930113,1420628520,52724,72347,312,13356
618,408972886,1101259936,1028076323,1695044837,1289029641,1514147893,1185884513,1339701691,60153,80373,1546,39937
619,415649079,1105265651,53091890,1722370786,1380972295,1494645391,1386786125,1496970923,61024,75667,1238,52674
620,408979965,1101264183,473378818,1473165835,1144468158,1485235598,1212465037,1498834973,54292,79200,1496,27110
621,942426916,1181879635,1023388928,1246649245,1363772966,1529096558,1446191344,1495885788,64587,81259,1738,40015
622,839321452,1359469076,487245219,1148223335,1452224860,1546786936,1329390878,1522220142,61834,80710,7915,19439
623,520893155,1168412097,486213033,1808995017,1449594942,1497927948,1278815252,1512105016,44482,69049,1610,39965
624,599660478,1215672492,510048167,1161905105,1365688011,1529479567,1411551950,1538652354,47218,77786,5032,17132
625,483051800,1145707284,385108582,1437857740,1237838381,1503909641,1480715041,1498657524,63000,67486,8978,54222
626,1100435075,1931839423,93403057,1730433021,1186501552,1493642276,1289008500,1514143664,16256,57758,22,39328
627,586389057,1829030221,133553220,1337235594,1307024944,1465066450,1242058619,1504753687,8774,54767,3902,16228
628,837305236,1097782291,636790052,1839110420,968393491,1450020663,1191948988,1494731764,64831,73069,9162,54258
629,474932050,1806738818,489855816,1149789694,1462163263,1527121780,1467732115,1529349319,64028,68308,3636,40773
630,824986819,1087927557,421621063,1796076623,1062070979,1468756159,1197310899,1346557521,30135,74371,6140,53656
631,453713294,1128104180,737454353,1578796049,1443271632,1519565127,1399441834,1536230330,47100,77764,8338,19777
632,1320328699,1648073423,1370179776,1677984070,1502781489,1529839875,1435703935,1543482751,464,68436,2887,53003
633,736558441,1859064097,506217850,1159606914,1142177694,1484777502,1425376926,1541417350,47454,70239,8407,31257
634,322494960,1412812290,1330080880,1977768584,1247957685,1441439547,1421448725,1540631709,56077,67817,152,39380
635,423414883,1796435387,528635570,1173057546,1452498681,1523255946,1431699276,1487190548,44037,68871,7302,42240
636,803811108,1338162870,1167523612,1750823752,1310020630,1466264725,1277338429,1394574039,56923,74026,78,52442
637,551401288,1822032668,1222769804,1589538086,1200846826,1422595204,1275575657,1511457097,52438,72232,5200,29334
638,312364509,1774225309,1189111688,1949574748,1016571912,1459656348,1379175148,1532176996,16233,71589,2440,27678
639,1357434863,1983239383,978821357,1907516681,1280068554,1512355674,1345373454,1435395054,48982,70849,368,13401
640,175295710,1353932590,128592845,1335251444,1004518672,1457245700,1336469234,1476844166,10733,25672,4116,16399
641,1324054220,1650308736,600869685,1524162180,1339047559,1524151475,1485751121,1519621655,16,17098,6724,18486
642,1115824165,1934917241,1183154515,1565768913,1396331744,1465970028,1299413038,1516224574,48641,70712,9872,54400
643,281030478,1024494492,385420766,1087128664,1354007215,1527143407,1316972620,1367663587,10035,40193,17,39326
644,1321406,1712016690,812466078,1343355852,1166774331,1489696831,1313751045,1416421609,465,17458,8713,54169
645,190418909,1359981869,1197330754,1762746607,1404835343,1537309035,1389187389,1497931428,10583,40521,4655,16831
646,173539742,1746460358,1186414122,1949035234,1409948342,1474139988,1295777419,1460567440,41843,76711,3332,53092
647,803709492,1338101900,1060411042,1923834618,1261298001,1446775674,1356564916,1484882440,9465,39851,5836,29714
648,1118630009,1527054209,678554251,1847463259,1405919504,1537525864,1492771172,1508302429,1333,34971,2012,27420
649,1414155045,1849476324,460243730,1467911798,1448353097,1521597713,1321633904,1470910034,293,51374,1642,52754
650,469153297,1471475626,146902491,1342575303,1029485320,1462239028,1356906887,1485019229,11753,55958,7733,19293
651,629159378,1837584286,465870164,1135398302,1141352930,1484612550,1409784346,1538298834,56916,74022,7574,53942
652,226062892,1756964988,500141128,1155960882,1446914201,1545724805,1431012915,1542544547,63003,71973,5981,17891
653,292361492,1400758904,1170593817,1364413156,1198143502,1495970666,1281939965,1455032459,60162,80374,3896,16223
654,812056358,1343110020,810281542,1342045130,1388360294,1461187158,1406384527,1537618871,11746,26482,3286,28184
655,1159956950,1551850374,453530409,1465226469,1182666434,1415323046,1272012526,1510744470,40251,67356,179,52463
656,290522202,1769856850,828390631,1090650607,1392044085,1463397433,1197923455,1346925055,56460,73842,4947,53415
657,1289283273,1799527617,1132084901,1333606023,1139846200,1484311204,1333590684,1523060100,12585,70861,3136,28094
658,208634411,1367268071,1271534278,1445165525,1408605872,1473334506,1228552905,1502052545,6158,22012,8298,54086
659,993843200,1681351586,1285968651,1798201767,1097667598,1475875486,1229294084,1502200780,53756,72758,9876,21007
660,93446239,1730441655,135298496,1337933705,1412168717,1443820465,1242522399,1439265432,1359,51801,4652,16828
661,1209366677,1767560978,977450218,1674794395,1370894528,1450707700,1287579612,1457288319,54850,73198,3305,15751
662,966972653,1670603369,400466408,1096156050,1106096245,1477561213,1197119263,1346442541,64794,68921,5589,41556
663,705112450,1852774898,448791852,1125151316,1360562903,1486481636,1447295801,1521174794,2324,68808,6509,41924
664,375674006,1081280608,333194279,1778391263,1008688536,1458079672,1201744479,1422954264,25837,73509,2552,15148
665,1280283848,1795927847,1095252023,1930802815,1367462687,1529834503,1199788745,1422171971,43772,77096,3459,40704
666,139325195,1739617447,1182682151,1565485495,1397081335,1501089007,1384248786,1458720254,21137,72569,792,52584
667,920591441,1895870697,459766048,1467720727,1183152615,1415517519,1269584950,1510258954,65329,77389,5779,29681
668,1044693074,1701691535,121353170,1332355574,1325354185,1472398147,1401754008,1469223388,10185,55332,6847,42058
669,368796497,1785511709,515147738,1164964848,1436316695,1516783151,1435687808,1489583668,25238,73390,4337,53293
670,481741942,1144921370,504750936,1812702596,1189635987,1494269163,1396461869,1500841220,62892,71906,9611,20795
671,1174395643,1946631539,620921447,1228429073,1430182738,1542378514,1391999642,1499056331,24653,73273,2997,40518
672,607848955,1833322199,1279772241,1967706857,1370758090,1450625836,1216244895,1428754431,61313,75782,4340,41057
673,1246767128,1961105836,191705882,1360496660,977244744,1451790912,1344810143,1480180532,11711,55940,4440,53316
674,1086683753,1718487809,1168926872,1363079600,1222095685,1431094747,1375435905,1492430835,5718,53544,4900,29154
675,825621477,1876876705,727072696,1574643385,1202134070,1423110101,1278338407,1453591837,52205,78785,5046,17143
676,121607614,1332457351,970524275,1905857263,958226403,1447987247,1412566101,1538855185,12394,70822,8128,19609
677,637754372,1238528828,1129752688,1533727818,1382611199,1495300952,1475271734,1513334022,11934,70730,8369,19802
678,1286163855,1798279848,782031316,1596626833,951665930,1446675150,1271689720,1450932361,58182,79978,4948,41299
679,1287300891,1969212587,549419176,1821636244,1297753803,1461357996,1226128441,1501567653,63498,76656,7142,42176
680,1122311306,1936214670,601509475,1216781889,1166803132,1489702592,1397949533,1501436288,58735,80091,6624,53752
681,507836334,1160578004,557917922,1190626958,1142212427,1484784451,1403381763,1537018319,58607,74699,6465,30093
682,520403941,1168118569,41017934,1719955994,1335405809,1523423125,1456169825,1524724403,52099,78763,7600,53948
683,503237396,1157818642,385480464,1438006491,1464642782,1506956652,1284951296,1513332224,55932,79528,9433,43093
684,962384940,1668768282,812880991,1343604799,1317417459,1519825455,1349233700,1437711202,3542,52673,5141,53453
685,456374724,1803027352,1269579304,1791646027,1037050994,1463752162,1217609817,1429300401,62274,80798,741,39615
686,1141284450,1940009298,525072186,1816766846,1433029229,1542947809,1493513191,1508896044,2693,52334,6589,53745
687,1124834589,1733748141,488988663,1479409773,1378757657,1417091617,1277342408,1511810448,35371,75415,7940,30978
688,1020529710,1244361870,1184465858,1757600651,1391174211,1427024860,1218025957,1358986557,14319,71207,61,39343
689,1012313572,1463264348,128268900,1335121866,1323525388,1521047044,1358647305,1528071425,11294,55775,8327,19768
690,1224710718,1956694554,1096145972,1930981604,1403008242,1436492085,1278197411,1453535438,63682,81078,1018,39727
691,90604128,1729873236,413367066,1103896444,1367323671,1489185942,1199192053,1347686215,55868,73604,2464,15078
692,1183078052,1757045528,513265664,1814405540,1262980555,1447448695,1337962992,1523934564,37029,66069,6601,53745
693,368962331,1785544875,328393833,1052912505,1271989046,1510739774,1202397510,1496821466,12798,70902,8720,20083
694,414552295,1104607581,683910148,1557378367,1329369265,1474004179,1206146252,1279002493,51908,72020,4020,28626
695,1267734312,1442125552,1031840257,1696550410,1051390868,1466620140,1345722977,1435604769,62828,71868,236,39413
696,922359181,1165825447,567325513,1196271513,1285083104,1456289714,1371624533,1411385118,4743,53154,73,26257
697,1194878423,1383840841,1277949279,1450297525,1316207627,1417895559,1206527811,1497647527,56772,68234,9578,43151
698,844279710,1103361870,563262681,1824404945,1202546778,1496851322,1379494101,1532240785,64673,68824,2536,15135
699,144694054,1341691927,975148437,1440965267,1380046318,1418122546,1376467733,1454051623,9488,55052,4692,41196
700,165805294,1350136423,465873687,1135400417,1457945411,1547931047,1278813448,1512104656,16444,71632,4465,28893
701,444149210,1122365730,175972323,1354203237,1463970005,1549135965,1263032726,1508948510,42903,68418,877,13808
702,826571895,1614443064,122932755,1332987408,1348412845,1437218689,1411189139,1474884465,5029,53269,5372,41468
703,1271236964,1444927673,1031974702,1475061026,1312474002,1415655384,1280059889,1454280428,41407,67819,252,26364
704,475139040,1140959628,526477089,1171762457,1154912637,1487324493,1472448080,1531235705,61927,80727,9122,31686
705,1278425192,1795184384,1262791079,1788930737,1283153820,1512972728,1249330573,1441988704,61713,66456,4076,16367
706,832097783,1616653421,889050303,1389306387,1168874946,1490116954,1402795351,1436321772,62897,71909,110,13195
707,1072638381,1926280085,785888235,1868930055,1415352084,1539412380,1403687998,1437035890,64787,68915,272,26376
708,452431812,1127335292,652160766,949666715,1346210669,1480740740,1211591327,1426893005,8808,70104,72,39348
709,506018802,1159487486,796344692,1602352184,1412751614,1538892286,1428503474,1485273066,21178,72578,440,26478
710,848547511,1365004711,260127868,1011952926,1289455194,1458038550,1317481806,1368070936,1290,34946,31,13131
711,1207196359,1766692849,195749277,1362114018,1262157093,1508773385,1377399896,1416005408,3608,19972,7062,30450
712,450732789,1464107421,826969122,1089513400,1440364831,1544414931,1270096483,1510361263,5998,69542,3609,40764
713,975557699,1906863947,238164200,1759385248,1387370472,1423981869,1274622739,1511266511,29622,74266,660,39585
714,1191766362,1570936022,1141550421,1940062493,1088428582,1474027682,1388190026,1497532484,58873,80117,2576,27758
715,1065060105,1709838348,806682615,1339885773,1408208022,1473095796,1310496073,1518441181,4447,36839,3210,53070
716,796547329,1333804601,908930115,1401234273,1407627459,1472747457,1407286716,1505171160,1377,18187,7184,18854
717,756219948,1862996400,1190694298,1949891270,1328706901,1522083345,1389402579,1461812529,48766,78094,8153,19629
718,396113456,1790975100,879855172,1635756376,1506807888,1532255716,1505690850,1531585492,2140,35456,7253,53877
719,1066431924,1495735358,1287696709,1628494229,998935164,1456128996,1263569362,1509055838,57342,74193,6076,17967
720,449754565,1125728943,499513866,1155584524,1353252285,1483557387,1481054428,1534678246,56983,79739,5312,53488
721,1255555985,1609209795,841414220,1360724736,1146633920,1485668748,1214003363,1427857820,1827,35267,4243,53275
722,443901349,1122217013,211698950,1754092198,1469988801,1510164263,1444084701,1519890354,56294,73775,161,13235
723,421247527,1452313318,1270430569,1965838521,946552104,1445652384,1255685544,1444530690,26481,73637,2539,15138
724,515015085,1164885255,239693475,1379691696,1434305463,1543203059,1439770183,1518164548,27452,73832,244,39418
725,843111296,1361742982,1204903192,1578818120,1218902559,1500122475,1367068229,1529755609,3107,52499,8647,42778
726,1178248585,1947402125,834806536,1878713716,1374737579,1453013529,1302108261,1516763617,42723,76887,7787,42434
727,506372230,1159699542,432691869,1456891053,1402859439,1503400248,1408398507,1505615877,21101,72561,3090,53046
728,897074913,1394121153,1357606213,1983273653,1002512357,1456844437,1336923100,1523726584,32177,74777,493,13501
729,1094396064,1721572731,594278596,1212443362,1440700258,1544482018,1380648581,1532471681,15368,71416,4192,40996
730,1168842600,1363012182,895952827,1642195438,1366439945,1488832451,1338570444,1524056052,7513,54262,3129,28091
731,78321224,1727416652,1271490876,1792410657,1469734517,1530150281,1494441970,1555230358,2530,52270,3729,28451
732,888897675,1389214809,1349880366,1665804424,1080821817,1472506329,1429308450,1457532251,54024,72867,491,39515
733,1239070714,1779442591,305856436,1772923696,1487397117,1520609253,1412470557,1538836077,2019,68747,1871,14603
734,567916561,1196626141,1083926532,1295079328,1285284861,1513398937,1463272944,1527565650,60647,75515,3872,53200
735,819716455,1875695699,136345172,1338352376,995651145,1455472193,1391652353,1427407374,8462,23855,3604,28376
736,1254636974,1431647681,897908967,1891334203,1193710840,1419740809,1274751898,1452157234,60978,80538,1441,14259
737,1175982978,1561465992,1163075642,1358398616,1281926592,1512727284,1407612294,1537864422,4509,53061,9511,20715
738,1043369368,1920426284,307122922,1773176994,1149509933,1486243953,1436422713,1463223662,64675,68826,43,26239
739,793169560,1331777940,86521415,1729056691,1398858631,1536113691,1329112796,1522164524,11655,41165,1311,39843
740,807133785,1340156475,811302684,1874012944,1341037359,1524549435,1218871102,1429804915,11890,41306,2470,15083
741,935282737,1898808957,1129970219,1937746451,1198521494,1421665070,1276226594,1452747110,44700,77284,6171,41787
742,86710368,1729094484,367925080,1076631252,1190320916,1494406148,1205026001,1497347165,26560,73656,7366,30632
743,390584812,1090227092,931885444,1656568483,1066585808,1469659128,1187975456,1493937056,63449,76637,9901,54405
744,127157407,1334677270,56325418,1723017494,1378417171,1455221285,1388185325,1533979029,6625,22386,8771,20123
745,1119510150,1527582294,196182778,1362287419,1332903893,1427913319,1350472639,1482445528,10286,40342,3867,28533
746,13512708,1289219391,488956213,1149249933,1478930171,1533828542,1481746636,1534955128,57193,79781,1197,39798
747,814414807,1874635371,402380935,1097304765,1075866030,1471515170,1189637710,1341953608,40253,76393,8451,54115
748,733103077,1858373025,519674481,1167680893,1446956564,1545733276,1395241288,1535390224,12834,70910,9703,20869
749,434599048,1798672220,1254274599,1431357781,1268654525,1510072869,1286875592,1457006711,63378,76608,1706,14471
750,1192035469,1950159501,635587387,1838869887,966136032,1449569172,1376296447,1531601255,60392,70406,9104,20390
751,135333949,1337947885,7093545,1713171117,1096515751,1475645115,1228557027,1502053371,6544,38098,8863,42865
752,1173534537,1753228122,949898147,1187856620,1383447838,1495635610,1233079320,1502957828,58157,79973,9563,31951
753,1112746522,1728912916,1215688606,1585289368,1348430578,1437229330,1427844176,1456360832,38329,66589,499,13506
754,487646471,1148464087,757104956,1310139178,1144629504,1485267864,1479312806,1497535736,31567,74655,9224,43010
755,488028982,1809358206,529270914,1173438752,1438798197,1544101605,1366038459,1529549655,60987,70763,3214,53070
756,400384994,1096107200,644779220,1541725994,1182338270,1415191781,1199238643,1421951932,24971,73335,7495,30711
757,731724617,1858097333,524483860,1170566520,1446589521,1496124695,1283487151,1513039395,5492,69440,8118,42567
758,510022730,1161889842,530533885,1496027860,1242942777,1504930521,1420405079,1540422979,52548,65700,536,26534
759,1170512212,1364347872,424022761,1796556961,1352580357,1439719197,1410218207,1474301907,10069,55285,6234,29954
760,1218619981,1771262299,1380733011,1987899011,1484539124,1518894456,1483347899,1553011543,1937,18635,9166,42985
761,1209952714,1767795391,920836880,1408378332,1389094468,1461627664,1275071778,1511356322,60813,70659,8758,20113
762,835479040,1096321334,426816930,1111966362,1395306285,1500378987,1191201708,1342892008,46415,77627,2361,14995
763,1197565397,1951265489,290283351,1769809079,1297824070,1515906778,1287997624,1457455522,62508,76260,5872,41668
764,833482238,1878448858,503017958,1157686980,1472919823,1511922877,1329909500,1522323864,30021,74345,1887,52803
765,1343516247,1661985953,845951261,1880942661,1390810091,1498580510,1249179283,1441928188,49990,71254,118,26284
766,633337961,1537149491,595845932,1522152680,1358591169,1443325683,1414427932,1445627837,61884,76011,219,13282
767,719493480,1855651104,1275733442,1794107684,1380967381,1532535441,1224598238,1432095770,41933,68030,9332,20572
768,505212387,1159003637,871704554,1378898936,1466793501,1528973874,1439299835,1517976407,39625,67108,5336,29414
769,466195381,1135593433,710115887,1281945737,1477994945,1496481447,1406355904,1504798834,62892,67399,5153,29305
770,756689133,1863090237,1179856067,1563789845,1346543713,1480873960,1371203311,1530582627,60583,65552,7048,53836
771,634584190,1537647982,469273358,1137440220,1477236867,1551789339,1397024404,1501066234,60784,70642,775,13727
772,119208273,1331497617,646044959,1542232289,1122723869,1480886737,1299778622,1462167923,11964,56043,5449,29483
773,1273145670,1966381542,1264747096,1964701828,1382929057,1495428097,1185822403,1416585436,18858,72114,7473,19085
774,536920468,1498582495,796001410,1333477050,1018759862,1460093938,1398093942,1535960754,6358,69614,6146,53654
775,1012152995,1914183007,523782486,1816508906,1208092146,1425493332,1274947739,1452235568,55238,73352,1311,14155
776,1174964563,1560854943,883928139,1637385561,1414783066,1445911944,1284042270,1513150418,31752,74692,220,39409
777,323077954,1413045487,449374880,1125501132,1466845643,1549711095,1469801358,1550302238,45789,69573,2822,27906
778,400168864,1095977522,518683391,1491287663,1399071454,1501885054,1196614793,1346139859,10596,70460,8541,42735
779,1378424159,1835183969,901319701,1396668025,1343297184,1525001400,1272059256,1451080176,57980,68960,451,26483
780,1039707295,1699697224,468390527,1805430515,1117773073,1479896581,1415087174,1446155230,30620,74468,420,52512
781,65676815,1724887771,1273173611,1966387131,1408320611,1473163349,1241652880,1438917625,41871,68004,9427,31869
782,1111996559,1523074139,1170690469,1364490477,1037878197,1463917605,1279450622,1395841356,50729,78489,7781,30881
783,166919941,1350582283,133578188,1337245583,1343935590,1434532336,1352506688,1526843304,9835,40073,3930,53214
784,1178824601,1947517329,523698364,1493293651,1297782832,1461369607,1375925539,1492626688,63583,81059,5130,53454
785,466365424,1135695458,667194001,1256192605,1479288907,1552199747,1424906696,1512219152,5199,69383,8567,42746
786,464850211,1804722451,1186309881,1758338259,1410146826,1474259078,1392613904,1499302034,41423,67826,9121,54249
787,1164375868,1359438797,918398375,1406915229,1264305062,1447978499,1400023368,1536346640,1597,18363,8964,31592
788,1090331632,1719946960,169595619,1351652553,1406054452,1471803654,1367724163,1448805481,6920,54026,8753,42821
789,967595730,1436433642,1167648121,1362056599,1340859281,1432686551,1282468486,1455243868,8934,24233,10028,54432
790,864897416,1629773273,146149914,1342274271,1310182078,1466329306,1403993986,1537140762,254,51359,4149,16426
791,126599289,1334454021,492190249,1480690405,961692893,1448680545,1376023148,1453784872,232,34310,3142,53054
792,124625739,1333664601,301879402,1404566068,1364164732,1487922367,1298128923,1515967751,1219,18061,4036,53232
793,996959939,1911144395,384898218,1788732054,1429123195,1485644899,1241449646,1438836332,33778,75098,42,39336
794,193100062,1750372422,452034524,1127096918,1428616110,1485340648,1427484022,1541838770,31574,74658,3902,28554
795,84415086,1728635426,1054893716,1705771793,1092067364,1474755436,1415024074,1446104750,13515,71047,401,13427
796,1292715774,1462110721,852285333,1367247405,1352367660,1526815496,1404193697,1437440449,716,34600,5131,53451
797,121737888,1332509463,875497243,1634013205,1301881219,1516718207,1398253358,1432688178,1071,17942,465,13479
